| Nombre del archivo | Frecuencia |
| 260_sorted.txt | 1 |
| 263_sorted.txt | 1 |
| 009_sorted.txt | 1 |
| 050_sorted.txt | 3 |
| 274_sorted.txt | 1 |
| 273_sorted.txt | 10 |
| 347_sorted.txt | 1 |
| 365_sorted.txt | 2 |
| 289_sorted.txt | 13 |
| 260_sorted.txt | 6 |
| 263_sorted.txt | 3 |
| 290_sorted.txt | 4 |
| 330_sorted.txt | 2 |
| 328_sorted.txt | 7 |
| 255_sorted.txt | 1 |
| 266_sorted.txt | 5 |
| 333_sorted.txt | 12 |
| 195_sorted.txt | 1 |
| 318_sorted.txt | 4 |
| 245_sorted.txt | 1 |
| 100_sorted.txt | 1 |
| 331_sorted.txt | 7 |
| 312_sorted.txt | 2 |
| 279_sorted.txt | 24 |
| 349_sorted.txt | 4 |
| 259_sorted.txt | 3 |
| 276_sorted.txt | 20 |
| 282_sorted.txt | 25 |
| 233_sorted.txt | 5 |
| 256_sorted.txt | 5 |
| 353_sorted.txt | 1 |
| 277_sorted.txt | 9 |
| 250_sorted.txt | 2 |
| 054_sorted.txt | 1 |
| 285_sorted.txt | 10 |
| 332_sorted.txt | 4 |
| 283_sorted.txt | 10 |
| 295_sorted.txt | 2 |
| 323_sorted.txt | 2 |
| 319_sorted.txt | 1 |
| 094_sorted.txt | 1 |
| 309_sorted.txt | 7 |
| 278_sorted.txt | 11 |
| 271_sorted.txt | 1 |
| 244_sorted.txt | 6 |
| 301_sorted.txt | 2 |
| 243_sorted.txt | 11 |
| 272_sorted.txt | 8 |
| 297_sorted.txt | 2 |
| 262_sorted.txt | 1 |
| 384_sorted.txt | 1 |
| 355_sorted.txt | 1 |
| 320_sorted.txt | 5 |
| 258_sorted.txt | 2 |
| 340_sorted.txt | 1 |
| 325_sorted.txt | 1 |
| 308_sorted.txt | 1 |
| 292_sorted.txt | 4 |
| 291_sorted.txt | 1 |
| 358_sorted.txt | 2 |
| 120_sorted.txt | 1 |
| 293_sorted.txt | 3 |
| 253_sorted.txt | 1 |
| 310_sorted.txt | 1 |
| 163_sorted.txt | 4 |
| 257_sorted.txt | 1 |
| 267_sorted.txt | 4 |
| 329_sorted.txt | 1 |
| 294_sorted.txt | 1 |
| 043_sorted.txt | 3 |
| 275_sorted.txt | 1 |
| 252_sorted.txt | 4 |
| 246_sorted.txt | 3 |
| 249_sorted.txt | 8 |
| 305_sorted.txt | 2 |
| 303_sorted.txt | 4 |
| 287_sorted.txt | 15 |
| 433_sorted.txt | 1 |
| 434_sorted.txt | 3 |
| 315_sorted.txt | 8 |
| 274_sorted.txt | 1 |
| 302_sorted.txt | 2 |
